ip,msg,score
182.202.223.12,MSG,0
182.202.223.13,MSG,0
182.202.223.155,MSG,0
182.202.223.157,MSG,0
182.202.223.183,MSG,0
182.202.223.209,MSG,0
182.202.223.21,MSG,0
182.202.223.210,MSG,0
182.202.223.214,MSG,0
182.202.223.225,MSG,0
182.202.223.233,MSG,0
182.202.223.239,MSG,0
182.202.223.27,MSG,0
182.202.223.28,MSG,0
182.202.223.31,MSG,0
182.202.223.33,MSG,0
182.202.223.4,MSG,0
182.202.223.47,MSG,0
182.202.223.59,MSG,0
182.202.223.66,MSG,0
182.202.223.75,MSG,0
182.202.223.77,MSG,0
182.202.223.79,MSG,0
182.202.223.84,MSG,0
182.202.223.87,MSG,0
182.202.223.95,MSG,0
182.202.224.0,MSG,0
182.202.224.189,MSG,0
182.202.224.47,MSG,0
182.202.224.58,MSG,0
182.202.225.206,MSG,0
182.202.226.115,MSG,0
182.202.226.123,MSG,0
182.202.226.135,MSG,0
182.202.227.146,MSG,0
182.202.228.208,MSG,0
182.202.228.228,MSG,0
182.202.229.129,MSG,0
182.202.229.134,MSG,0
182.202.230.184,MSG,0
182.202.230.19,MSG,0
182.202.231.190,MSG,0
182.202.231.228,MSG,0
182.202.232.0,MSG,0
182.202.232.101,MSG,0
182.202.232.11,MSG,0
182.202.232.111,MSG,0
182.202.232.126,MSG,0
182.202.232.131,MSG,0
182.202.232.133,MSG,0
182.202.232.137,MSG,0
182.202.232.143,MSG,0
182.202.232.145,MSG,0
182.202.232.149,MSG,0
182.202.232.151,MSG,0
182.202.232.166,MSG,0
182.202.232.167,MSG,0
182.202.232.168,MSG,0
182.202.232.174,MSG,0
182.202.232.175,MSG,0
182.202.232.179,MSG,0
182.202.232.181,MSG,0
182.202.232.186,MSG,0
182.202.232.195,MSG,0
182.202.232.202,MSG,0
182.202.232.203,MSG,0
182.202.232.206,MSG,0
182.202.232.208,MSG,0
182.202.232.21,MSG,0
182.202.232.211,MSG,0
182.202.232.31,MSG,0
182.202.232.40,MSG,0
182.202.232.56,MSG,0
182.202.232.59,MSG,0
182.202.232.74,MSG,0
182.202.232.75,MSG,0
182.202.232.78,MSG,0
182.202.232.83,MSG,0
182.202.232.86,MSG,0
182.202.232.89,MSG,0
182.202.232.90,MSG,0
182.202.232.95,MSG,0
182.202.236.0,MSG,0
182.202.236.101,MSG,0
182.202.236.11,MSG,0
182.202.236.111,MSG,0
182.202.236.126,MSG,0
182.202.236.137,MSG,0
182.202.236.138,MSG,0
182.202.236.143,MSG,0
182.202.236.145,MSG,0
182.202.236.149,MSG,0
182.202.236.151,MSG,0
182.202.236.166,MSG,0
182.202.236.168,MSG,0
182.202.236.179,MSG,0
182.202.236.181,MSG,0
182.202.236.186,MSG,0
182.202.236.195,MSG,0
182.202.236.203,MSG,0
182.202.236.206,MSG,0
182.202.236.21,MSG,0
182.202.236.31,MSG,0
182.202.236.40,MSG,0
182.202.236.56,MSG,0
182.202.236.57,MSG,0
182.202.236.59,MSG,0
182.202.236.78,MSG,0
182.202.236.83,MSG,0
182.202.236.86,MSG,0
182.202.236.90,MSG,0
182.202.236.94,MSG,0
182.202.236.95,MSG,0
182.202.240.6,MSG,0
182.204.168.41,MSG,0
182.204.168.92,MSG,0
182.243.234.111,MSG,0
182.35.107.191,MSG,0
182.45.202.104,":'PHP Injection Attack: High-Risk PHP Function Call Found',",4560
182.45.229.155,":'PHP Injection Attack: High-Risk PHP Function Call Found',",78
182.45.229.155,":'PHP Injection Attack: Low-Value PHP Function Call Found',",10
182.45.229.155,":'SQL Comment Sequence Detected.',",10
182.45.229.155,":'SQL Injection Attack',",10
182.45.233.60,":'PHP Injection Attack: High-Risk PHP Function Call Found',",13
182.45.248.32,":'PHP Injection Attack: High-Risk PHP Function Call Found',",16
182.45.249.67,":'PHP Injection Attack: High-Risk PHP Function Call Found',",48
182.61.108.30,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1221
182.61.108.30,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1867
182.61.108.30,":'PHP Injection Attack: PHP Open Tag Found',",55
182.61.108.30,":'PHP Injection Attack: Variables Found',",1021
182.61.108.30,":'Remote Command Execution: Unix Shell Expression Found',",11312
182.61.108.30,":'Remote Command Execution: Wildcard bypass technique attempt',",50
182.61.108.30,":'SQL Comment Sequence Detected.',",11439
182.61.108.30,":'SQL Injection Attack',",1114
182.61.163.48,MSG,0
182.74.25.246,MSG,0
182.86.189.141,MSG,0
182.92.216.153,":'PHP Injection Attack: High-Risk PHP Function Call Found',",9573
182.92.216.153,":'PHP Injection Attack: Low-Value PHP Function Call Found',",2012
182.92.216.153,":'SQL Comment Sequence Detected.',",2012
182.92.216.153,":'SQL Injection Attack',",4077
183.11.73.161,":'PHP Injection Attack: High-Risk PHP Function Call Found',",246
183.11.73.161,":'Remote Command Execution: Unix Shell Expression Found',",1686
183.11.73.161,":'SQL Comment Sequence Detected.',",1686
183.11.73.161,":'SQL Injection Attack',",246
183.128.120.106,":'PHP Injection Attack: High-Risk PHP Function Call Found',",4107
183.128.120.106,":'PHP Injection Attack: Low-Value PHP Function Call Found',",525
183.128.120.106,":'SQL Comment Sequence Detected.',",525
183.128.120.106,":'SQL Injection Attack',",1097
183.129.236.203,MSG,0
183.129.77.63,":'PHP Injection Attack: High-Risk PHP Function Call Found',",12179
183.129.77.63,":'PHP Injection Attack: Low-Value PHP Function Call Found',",2443
183.129.77.63,":'SQL Comment Sequence Detected.',",2443
183.129.77.63,":'SQL Injection Attack',",4933
183.131.128.192,":'PHP Injection Attack: High-Risk PHP Function Call Found',",17
183.131.128.192,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1
183.131.128.192,":'PHP Injection Attack: Variables Found',",1
183.131.128.192,":'SQL Injection Attack',",1
183.131.235.27,MSG,0
183.131.235.30,":'PHP Injection Attack: High-Risk PHP Function Call Found',",9
183.131.235.30,":'PHP Injection Attack: Low-Value PHP Function Call Found',",3
183.131.235.30,":'SQL Comment Sequence Detected.',",3
183.131.235.30,":'SQL Injection Attack',",3
183.131.235.35,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1
183.131.235.36,MSG,0
183.131.235.45,MSG,0
183.131.235.46,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1
183.131.235.6,MSG,0
183.146.209.18,MSG,0
183.150.69.226,MSG,0
183.161.0.66,":'PHP Injection Attack: High-Risk PHP Function Call Found',",803
183.161.0.66,":'SQL Hex Encoding Identified',",5
183.161.0.66,":'SQL Injection Attack',",799
183.161.184.238,MSG,0
183.166.125.20,MSG,0
183.182.48.171,MSG,0
183.2.198.101,MSG,0
183.2.198.6,MSG,0
183.2.216.121,MSG,0
183.2.236.122,MSG,0
183.202.2.11,MSG,0
183.224.72.148,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2
183.224.72.148,":'PHP Injection Attack: PHP Open Tag Found',",2
183.224.72.148,":'PHP Injection Attack: Variable Function Call Found',",2
183.224.72.148,":'SQL Comment Sequence Detected.',",2
183.224.72.148,":'XSS Filter - Category 5: Disallowed HTML Attributes',",2
183.225.246.116,MSG,0
183.225.246.119,MSG,0
183.225.246.130,MSG,0
183.225.246.133,MSG,0
183.225.246.137,MSG,0
183.225.246.139,MSG,0
183.225.246.141,MSG,0
183.225.246.142,MSG,0
183.225.246.143,MSG,0
183.225.246.149,MSG,0
183.225.246.150,MSG,0
183.225.246.152,MSG,0
183.225.246.153,MSG,0
183.225.246.157,MSG,0
183.225.246.159,MSG,0
183.225.246.168,MSG,0
183.225.246.170,MSG,0
183.225.246.171,MSG,0
183.225.246.172,MSG,0
183.225.246.173,MSG,0
183.225.246.175,MSG,0
183.225.246.178,MSG,0
183.225.246.180,MSG,0
183.225.246.182,MSG,0
183.225.246.184,MSG,0
183.225.246.189,MSG,0
183.225.246.190,MSG,0
183.225.246.192,MSG,0
183.225.246.193,MSG,0
183.225.246.194,MSG,0
183.225.246.195,MSG,0
183.225.246.196,MSG,0
183.225.246.197,MSG,0
183.225.246.198,MSG,0
183.225.246.199,MSG,0
183.225.246.200,MSG,0
183.225.246.203,MSG,0
183.225.246.205,MSG,0
183.225.246.206,MSG,0
183.225.246.210,MSG,0
183.225.246.211,":'PHP Injection Attack: High-Risk PHP Function Call Found',",342
183.225.246.211,":'PHP Injection Attack: Low-Value PHP Function Call Found',",22
183.225.246.211,":'SQL Comment Sequence Detected.',",22
183.225.246.211,":'SQL Injection Attack',",113
183.225.246.211,MSG,0
183.225.246.213,MSG,0
183.225.246.214,MSG,0
183.225.246.215,MSG,0
183.225.246.217,":'PHP Injection Attack: High-Risk PHP Function Call Found',",457
183.225.246.217,":'PHP Injection Attack: Low-Value PHP Function Call Found',",30
183.225.246.217,":'SQL Comment Sequence Detected.',",30
183.225.246.217,":'SQL Injection Attack',",165
183.225.246.217,MSG,0
183.225.246.218,MSG,0
183.225.246.220,MSG,0
183.225.246.221,MSG,0
183.225.246.222,MSG,0
183.225.246.223,MSG,0
183.225.246.224,MSG,0
183.225.246.226,MSG,0
183.225.246.227,MSG,0
183.225.246.229,MSG,0
183.225.246.231,MSG,0
183.225.246.233,MSG,0
183.225.246.234,MSG,0
183.225.246.237,MSG,0
183.225.246.238,MSG,0
183.225.246.239,MSG,0
183.225.246.240,MSG,0
183.225.246.242,MSG,0
183.225.246.246,MSG,0
183.225.246.247,MSG,0
183.225.246.249,MSG,0
183.225.246.250,MSG,0
183.225.246.252,MSG,0
183.225.246.253,MSG,0
183.225.246.255,MSG,0
183.225.246.46,MSG,0
183.234.11.206,MSG,0
183.235.254.247,":'PHP Injection Attack: High-Risk PHP Function Call Found',",281
183.235.254.247,":'SQL Injection Attack',",25
183.235.254.250,":'PHP Injection Attack: High-Risk PHP Function Call Found',",128
183.235.254.250,":'PHP Injection Attack: Low-Value PHP Function Call Found',",2
183.235.254.250,":'SQL Comment Sequence Detected.',",2
183.235.254.250,":'SQL Injection Attack',",4
183.235.254.253,":'PHP Injection Attack: High-Risk PHP Function Call Found',",251
183.235.254.253,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1
183.235.254.253,":'SQL Comment Sequence Detected.',",1
183.235.254.253,":'SQL Injection Attack',",5
183.235.255.1,":'PHP Injection Attack: High-Risk PHP Function Call Found',",297
183.235.255.1,":'SQL Injection Attack',",2
183.235.255.10,":'PHP Injection Attack: High-Risk PHP Function Call Found',",648
183.235.255.10,":'PHP Injection Attack: Low-Value PHP Function Call Found',",8
183.235.255.10,":'SQL Comment Sequence Detected.',",8
183.235.255.10,":'SQL Injection Attack',",20
183.235.255.16,":'PHP Injection Attack: High-Risk PHP Function Call Found',",193
183.235.255.16,":'SQL Injection Attack',",15
183.235.255.18,":'PHP Injection Attack: High-Risk PHP Function Call Found',",183
183.235.255.18,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1
183.235.255.18,":'SQL Comment Sequence Detected.',",1
183.235.255.18,":'SQL Injection Attack',",11
183.250.29.170,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1966
183.250.29.170,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1833
183.250.29.170,":'PHP Injection Attack: Variables Found',",1833
183.250.29.170,":'SQL Comment Sequence Detected.',",565
183.250.29.170,":'SQL Injection Attack',",1966
183.250.29.9,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2877
183.250.29.9,":'PHP Injection Attack: Low-Value PHP Function Call Found',",2777
183.250.29.9,":'PHP Injection Attack: Variables Found',",2777
183.250.29.9,":'SQL Injection Attack',",2877
183.250.30.56,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1112
183.250.30.56,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1030
183.250.30.56,":'PHP Injection Attack: Variables Found',",1030
183.250.30.56,":'SQL Injection Attack',",1112
183.253.7.197,MSG,0
183.6.117.187,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",17
183.6.117.187,":'MySQL in-line comment detected.',",5
183.6.117.187,":'PHP Injection Attack: High-Risk PHP Function Call Found',",46
183.6.117.187,":'PHP Injection Attack: Low-Value PHP Function Call Found',",200
183.6.117.187,":'PHP Injection Attack: PHP Open Tag Found',",68
183.6.117.187,":'Path Traversal Attack (/../)',",104
183.6.117.187,":'Possible XSS Attack Detected - HTML Tag Handler',",29
183.6.117.187,":'Remote Command Execution: Unix Shell Expression Found',",39
183.6.117.187,":'Remote Command Execution: Wildcard bypass technique attempt',",13
183.6.117.187,":'SQL Comment Sequence Detected.',",305
183.6.117.187,":'SQL Hex Encoding Identified',",27
183.6.117.187,":'SQL Injection Attack',",142
183.6.117.187,":'SQL Injection Attack: Common DB Names Detected',",26
183.6.117.187,":'XSS Filter - Category 1: Script Tag Vector',",21
183.6.117.187,":'XSS Filter - Category 3: Attribute Vector',",39
183.6.117.187,MSG,0
183.6.215.56,MSG,0
183.61.112.110,":'PHP Injection Attack: Low-Value PHP Function Call Found',",701
183.61.112.110,":'Remote Command Execution: Unix Shell Expression Found',",118
183.61.112.110,":'SQL Comment Sequence Detected.',",119
183.61.112.110,MSG,0
183.61.152.34,MSG,0
183.66.109.112,MSG,0
183.88.215.75,MSG,0
185.101.33.2,MSG,0
185.153.177.2,MSG,0
185.153.177.3,MSG,0
185.153.177.6,MSG,0
185.153.177.9,MSG,0
185.196.24.2,MSG,0
185.205.125.82,MSG,0
185.205.125.98,MSG,0
185.209.128.2,":'Path Traversal Attack (/../)',",9
185.209.128.2,MSG,0
185.209.231.2,":'Possible XSS Attack Detected - HTML Tag Handler',",2
185.209.231.2,":'XSS Filter - Category 5: Disallowed HTML Attributes',",2
185.209.231.2,MSG,0
185.216.116.42,":'PHP Injection Attack: High-Risk PHP Function Call Found',",40004
185.216.116.42,":'PHP Injection Attack: Low-Value PHP Function Call Found',",5057
185.216.116.42,":'SQL Comment Sequence Detected.',",5057
185.216.116.42,":'SQL Injection Attack',",10892
185.219.23.170,MSG,0
185.22.175.228,":'PHP Injection Attack: High-Risk PHP Function Call Found',",33009
185.22.175.228,":'PHP Injection Attack: Low-Value PHP Function Call Found',",477
185.22.175.228,":'PHP Injection Attack: Variables Found',",477
185.22.175.228,":'SQL Comment Sequence Detected.',",958
185.22.175.228,":'SQL Injection Attack',",33009
185.22.175.231,":'PHP Injection Attack: High-Risk PHP Function Call Found',",268982
185.22.175.231,":'PHP Injection Attack: Low-Value PHP Function Call Found',",45637
185.22.175.231,":'PHP Injection Attack: Variable Function Call Found',",438
185.22.175.231,":'PHP Injection Attack: Variables Found',",16588
185.22.175.231,":'Remote Command Execution: Unix Shell Expression Found',",438
185.22.175.231,":'SQL Comment Sequence Detected.',",32440
185.22.175.231,":'SQL Injection Attack',",184347
185.224.170.108,":'PHP Injection Attack: High-Risk PHP Function Call Found',",826
185.224.170.108,":'PHP Injection Attack: Low-Value PHP Function Call Found',",823
185.224.170.108,":'PHP Injection Attack: Variables Found',",823
185.224.170.108,":'SQL Injection Attack',",826
185.234.218.74,MSG,0
185.234.219.222,MSG,0
185.243.243.217,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1364
185.243.243.217,":'PHP Injection Attack: Low-Value PHP Function Call Found',",922
185.243.243.217,":'PHP Injection Attack: PHP Open Tag Found',",8
185.243.243.217,":'PHP Injection Attack: Variable Function Call Found',",6
185.243.243.217,":'PHP Injection Attack: Variables Found',",864
185.243.243.217,":'Path Traversal Attack (/../)',",9
185.243.243.217,":'Remote Command Execution: Unix Shell Expression Found',",4308
185.243.243.217,":'SQL Comment Sequence Detected.',",4356
185.243.243.217,":'SQL Injection Attack',",1348
185.243.243.217,":'SQL Injection Attack: Common DB Names Detected',",3
185.243.243.220,MSG,0
185.244.25.133,MSG,0
185.245.0.1,MSG,0
186.212.117.170,MSG,0
186.215.65.162,MSG,0
186.236.137.143,MSG,0
186.64.120.221,MSG,0
186.67.203.22,MSG,0
186.83.66.187,MSG,0
187.108.36.99,MSG,0
187.115.148.91,MSG,0
187.145.100.113,MSG,0
187.145.11.233,MSG,0
187.145.16.84,MSG,0
187.145.25.34,MSG,0
187.145.7.216,MSG,0
187.145.75.102,MSG,0
187.145.91.240,MSG,0
187.145.94.29,MSG,0
187.49.48.60,MSG,0
187.95.117.150,MSG,0
188.166.15.243,MSG,0
189.125.2.234,MSG,0
189.141.0.22,MSG,0
189.141.3.239,MSG,0
189.166.103.172,MSG,0
189.166.107.13,MSG,0
189.166.111.87,MSG,0
189.166.74.16,MSG,0
189.169.23.51,MSG,0
189.169.37.64,MSG,0
189.169.49.0,MSG,0
189.169.50.152,MSG,0
189.17.45.2,MSG,0
189.180.144.4,MSG,0
189.180.161.244,MSG,0
189.180.179.17,MSG,0
189.180.182.255,MSG,0
189.180.192.13,MSG,0
189.180.203.183,MSG,0
189.180.219.72,MSG,0
189.180.228.185,MSG,0
189.180.235.13,MSG,0
189.180.239.247,MSG,0
189.180.32.146,MSG,0
189.180.35.48,MSG,0
189.180.90.244,MSG,0
189.253.231.74,MSG,0
189.39.104.43,MSG,0
189.7.25.148,MSG,0
189.84.190.121,MSG,0
190.0.9.212,MSG,0
190.107.74.123,MSG,0
190.144.164.218,MSG,0
190.145.254.138,MSG,0
190.145.55.210,MSG,0
190.210.59.237,MSG,0
190.249.128.182,MSG,0
190.85.83.230,MSG,0
192.0.21.10,MSG,0
192.0.28.74,":'Path Traversal Attack (/../)',",2
192.0.28.74,MSG,0
192.151.226.58,":'Path Traversal Attack (/../)',",4
192.151.226.58,MSG,0
192.151.227.218,":'PHP Injection Attack: High-Risk PHP Function Call Found',",8
192.151.227.218,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1
192.151.227.218,":'PHP Injection Attack: PHP Open Tag Found',",1
192.151.227.218,":'PHP Injection Attack: Variable Function Call Found',",1
192.151.227.218,":'Path Traversal Attack (/../)',",3
192.151.227.218,":'SQL Comment Sequence Detected.',",1
192.151.227.218,":'SQL Injection Attack',",8
192.151.227.218,MSG,0
192.151.236.85,MSG,0
192.151.236.86,MSG,0
192.151.253.130,MSG,0
192.154.111.34,MSG,0
192.157.200.234,":'Path Traversal Attack (/../)',",10
192.157.200.234,MSG,0
192.157.201.2,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1616
192.157.201.2,":'PHP Injection Attack: Low-Value PHP Function Call Found',",312
192.157.201.2,":'PHP Injection Attack: PHP Open Tag Found',",33
192.157.201.2,":'PHP Injection Attack: Variable Function Call Found',",18
192.157.201.2,":'Path Traversal Attack (/../)',",50
192.157.201.2,":'Possible XSS Attack Detected - HTML Tag Handler',",4
192.157.201.2,":'Remote Command Execution: Unix Shell Expression Found',",3
192.157.201.2,":'Remote Command Execution: Wildcard bypass technique attempt',",3
192.157.201.2,":'SQL Comment Sequence Detected.',",289
192.157.201.2,":'SQL Injection Attack',",1306
192.157.201.2,":'SQL Injection Attack: Common DB Names Detected',",10
192.157.201.26,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",1
192.157.201.26,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1788
192.157.201.26,":'PHP Injection Attack: Low-Value PHP Function Call Found',",367
192.157.201.26,":'PHP Injection Attack: PHP Open Tag Found',",31
192.157.201.26,":'PHP Injection Attack: Variable Function Call Found',",21
192.157.201.26,":'Path Traversal Attack (/../)',",47
192.157.201.26,":'Possible XSS Attack Detected - HTML Tag Handler',",7
192.157.201.26,":'Remote Command Execution: Unix Shell Expression Found',",3
192.157.201.26,":'Remote Command Execution: Wildcard bypass technique attempt',",1
192.157.201.26,":'SQL Comment Sequence Detected.',",351
192.157.201.26,":'SQL Hex Encoding Identified',",1
192.157.201.26,":'SQL Injection Attack',",1427
192.157.201.26,":'SQL Injection Attack: Common DB Names Detected',",6
192.157.201.26,":'XSS Filter - Category 5: Disallowed HTML Attributes',",6
192.157.234.74,MSG,0
192.157.235.210,MSG,0
192.157.246.75,":'Path Traversal Attack (/../)',",6
192.157.246.75,MSG,0
192.161.57.41,MSG,0
192.161.81.82,MSG,0
192.161.86.18,MSG,0
192.161.86.26,":'Path Traversal Attack (/../)',",5
192.161.86.26,MSG,0
192.161.88.122,":'Path Traversal Attack (/../)',",4
192.161.88.122,MSG,0
192.161.95.186,MSG,0
192.186.48.2,MSG,0
192.186.60.2,MSG,0
192.227.186.26,":'Path Traversal Attack (/../)',",263
192.241.171.150,MSG,0
192.42.199.1,MSG,0
192.42.199.3,MSG,0
192.42.199.5,MSG,0
192.74.224.112,MSG,0
192.74.230.105,":'PHP Injection Attack: High-Risk PHP Function Call Found',",41732
192.74.230.105,":'PHP Injection Attack: Low-Value PHP Function Call Found',",4127
192.74.230.105,":'PHP Injection Attack: Variables Found',",4127
192.74.230.105,":'SQL Comment Sequence Detected.',",221
192.74.230.105,":'SQL Injection Attack',",41732
192.74.244.236,":'Path Traversal Attack (/../)',",2
192.74.244.236,MSG,0
193.112.184.137,":'PHP Injection Attack: High-Risk PHP Function Call Found',",390540
193.112.184.137,":'PHP Injection Attack: Low-Value PHP Function Call Found',",70166
193.112.184.137,":'PHP Injection Attack: Variable Function Call Found',",522
193.112.184.137,":'Remote Command Execution: Unix Shell Expression Found',",610
193.112.184.137,":'SQL Comment Sequence Detected.',",74843
193.112.184.137,":'SQL Injection Attack',",109974
193.112.214.52,":'XSS Filter - Category 5: Disallowed HTML Attributes',",7
193.171.202.150,MSG,0
193.187.118.79,":'PHP Injection Attack: High-Risk PHP Function Call Found',",15281
193.187.118.79,":'PHP Injection Attack: Low-Value PHP Function Call Found',",3913
193.187.118.79,":'SQL Comment Sequence Detected.',",3917
193.187.118.79,":'SQL Injection Attack',",5217
193.252.111.222,MSG,0
193.36.238.130,MSG,0
193.77.143.78,MSG,0
194.113.64.234,":'Path Traversal Attack (/../)',",2
194.113.64.234,MSG,0
194.44.63.10,MSG,0
195.170.179.237,MSG,0
195.231.1.14,MSG,0
195.231.1.25,MSG,0
195.231.1.86,MSG,0
195.24.199.124,MSG,0
196.52.10.13,MSG,0
196.52.43.53,MSG,0
196.52.43.54,MSG,0
197.149.137.86,MSG,0
197.248.105.38,MSG,0
198.1.132.26,MSG,0
198.12.97.71,MSG,0
198.15.134.74,MSG,0
198.15.136.130,":'Path Traversal Attack (/../)',",1
198.15.136.130,MSG,0
198.16.35.2,MSG,0
198.16.41.2,MSG,0
198.16.76.172,MSG,0
198.177.57.26,":'PHP Injection Attack: PHP Open Tag Found',",1
198.177.57.26,":'PHP Injection Attack: Variable Function Call Found',",1
